3.817,-10.824,-19.774,-26.194,-16.000,-0.330,-44.037,-18.418,4.217,-15.362,-16.000,0.002,17.556,-12.021
3.791,-10.819,-19.609,-25.957,-16.000,-0.332,-44.060,-18.435,4.372,-15.505,-16.000,0.003,17.544,-11.999
3.847,-10.775,-19.793,-26.085,-16.000,-0.333,-44.071,-18.433,4.522,-15.547,-16.000,-0.002,17.545,-11.999
3.900,-10.826,-19.725,-26.132,-16.000,-0.327,-44.005,-18.381,4.099,-15.594,-16.000,0.007,17.581,-12.047
3.730,-10.807,-19.780,-26.004,-16.000,-0.325,-44.120,-18.442,4.518,-15.533,-16.000,0.005,17.566,-12.020
3.993,-10.830,-19.475,-25.972,-16.000,-0.327,-44.046,-18.387,4.528,-15.446,-16.000,-0.008,17.564,-12.002
3.712,-10.828,-20.085,-26.295,-16.000,-0.343,-44.214,-18.402,4.694,-15.617,-16.000,0.011,17.552,-12.014
3.951,-10.854,-19.920,-26.156,-16.000,-0.343,-44.004,-18.398,4.186,-15.505,-16.000,0.010,17.538,-11.991
3.632,-10.807,-19.842,-26.130,-16.000,-0.331,-44.225,-18.439,4.586,-15.528,-16.000,0.003,17.593,-12.061
3.847,-10.794,-19.730,-26.064,-16.000,-0.331,-44.261,-18.423,4.544,-15.627,-16.000,0.003,17.613,-12.056
3.894,-10.858,-19.732,-26.078,-16.000,-0.335,-44.189,-18.383,4.565,-15.531,-16.000,0.004,17.549,-11.988
3.840,-10.851,-19.910,-26.150,-16.000,-0.335,-44.139,-18.359,4.554,-15.488,-16.000,0.004,17.543,-12.009
3.869,-10.804,-19.861,-26.126,-16.000,-0.335,-44.422,-18.350,4.599,-15.862,-16.000,-0.001,17.610,-12.080
3.912,-10.799,-20.039,-26.153,-16.000,-0.337,-44.351,-18.381,4.619,-15.581,-16.000,0.006,17.594,-12.054
3.763,-10.879,-20.024,-26.335,-16.000,-0.335,-44.189,-18.385,4.343,-15.645,-16.000,-0.003,17.522,-11.966
